"Gene","logFC","padj","Significant","Regulation","Timepoint"
"FCER1A",0.446406197328033,0.675664586317876,FALSE,"No difference","Baseline"
"TNFSF10",0.235282086348056,0.774349600089713,FALSE,"No difference","Baseline"
"XCL1",-0.121156776220963,0.733151212372966,FALSE,"No difference","Baseline"
"ISG20",-0.163569648081584,0.669581876098305,FALSE,"No difference","Baseline"
"HIF1A",-0.187238912487739,0.670635786385672,FALSE,"No difference","Baseline"
"IFNAR1",-0.175433451440098,0.683955251561217,FALSE,"No difference","Baseline"
"CCR6",-0.226557077458854,0.774349600089713,FALSE,"No difference","Baseline"
"NFKB1",0.118968067914111,0.670635786385672,FALSE,"No difference","Baseline"
"PTGER4",0.165650737111745,0.669581876098305,FALSE,"No difference","Baseline"
"IL1RN",-0.155655948189239,0.726153600160262,FALSE,"No difference","Baseline"
"TNFSF8",0.211285677738447,0.683955251561217,FALSE,"No difference","Baseline"
"ENTPD1",0.157209728409986,0.825728716452085,FALSE,"No difference","Baseline"
"CD24",-0.307892301784977,0.70051872031323,FALSE,"No difference","Baseline"
"CCL2",0.285094756083529,0.842386429683343,FALSE,"No difference","Baseline"
"ZAP70",0.237211866313189,0.733151212372966,FALSE,"No difference","Baseline"
"JUN",-0.135784710289049,0.808795313291174,FALSE,"No difference","Baseline"
"FCAR",-0.200540553645529,0.683955251561217,FALSE,"No difference","Baseline"
"IL23A",0.160382637131335,0.842386429683343,FALSE,"No difference","Baseline"
"CTSC",-0.154720787120073,0.695229058096577,FALSE,"No difference","Baseline"
"S1PR1",0.16222497874354,0.670635786385672,FALSE,"No difference","Baseline"
"HSPB1",0.358486194237294,0.782765022449015,FALSE,"No difference","Baseline"
"PSMB7",-0.153759875095377,0.67168139613167,FALSE,"No difference","Baseline"
"LILRB3",0.187825903924407,0.791882231862309,FALSE,"No difference","Baseline"
"IFI35",0.176761866793651,0.808795313291174,FALSE,"No difference","Baseline"
"C5aR1",0.174026374785161,0.695229058096577,FALSE,"No difference","Baseline"
"CD1D",-0.149013907761434,0.726153600160262,FALSE,"No difference","Baseline"
"IL4R",-0.108132002147019,0.830306458214793,FALSE,"No difference","Baseline"
"CDKN1A",0.221193078583573,0.713514501632567,FALSE,"No difference","Baseline"
"RAF1",0.154950771624884,0.695229058096577,FALSE,"No difference","Baseline"
"IRF3",-0.122840829690849,0.675664586317876,FALSE,"No difference","Baseline"
"RAPGEF2",-0.0742826397681196,0.893443258236494,FALSE,"No difference","Baseline"
"TMEM173",0.11954314964412,0.733151212372966,FALSE,"No difference","Baseline"
"TCF7",0.366707860362126,0.733151212372966,FALSE,"No difference","Baseline"
"IRAK2",-0.126310034712767,0.837723732546284,FALSE,"No difference","Baseline"
"CD80",0.100219424863162,0.87296683880302,FALSE,"No difference","Baseline"
"CD47",-0.169308203286931,0.681439286438731,FALSE,"No difference","Baseline"
"SLAMF6",-0.143672722391383,0.721481496874317,FALSE,"No difference","Baseline"
"ITGB2",0.217730492830444,0.683955251561217,FALSE,"No difference","Baseline"
"NFKBIZ",0.192627823640436,0.698890663613288,FALSE,"No difference","Baseline"
"DUSP4",-0.0519414448165367,0.91806779974775,FALSE,"No difference","Baseline"
"TRAF3",-0.134095105848085,0.751738417943939,FALSE,"No difference","Baseline"
"MBP",-0.11844818842471,0.893443258236494,FALSE,"No difference","Baseline"
"BCL2L1",-0.336089132954019,0.733151212372966,FALSE,"No difference","Baseline"
"IKBKAP",-0.146458347321094,0.706312851882953,FALSE,"No difference","Baseline"
"CIITA",0.188111577857252,0.721481496874317,FALSE,"No difference","Baseline"
"LILRB1",-0.0579787526978679,0.91806779974775,FALSE,"No difference","Baseline"
"CD83",0.112227287314045,0.893443258236494,FALSE,"No difference","Baseline"
"PTGIR",-0.0291864606754171,0.953541366559605,FALSE,"No difference","Baseline"
"MAP2K1",-0.144329040463034,0.743144592575139,FALSE,"No difference","Baseline"
"CR2",0.00682549711009983,0.987346396512147,FALSE,"No difference","Baseline"
"BLNK",-0.12509953924306,0.868077426133966,FALSE,"No difference","Baseline"
"ATG5",-0.136201763731307,0.721481496874317,FALSE,"No difference","Baseline"
"AGER",0.00473545796945007,0.987346396512147,FALSE,"No difference","Baseline"
"CXCR3",-0.11092205754369,0.802853328738086,FALSE,"No difference","Baseline"
"TNFRSF13C",0.106985049569229,0.907239224076919,FALSE,"No difference","Baseline"
"ATM",-0.171621236356213,0.713737438927347,FALSE,"No difference","Baseline"
"IL9",-0.207171507476891,0.825728716452085,FALSE,"No difference","Baseline"
"RIPK2",0.143275229581192,0.837723732546284,FALSE,"No difference","Baseline"
"ETS1",0.147769313215036,0.698890663613288,FALSE,"No difference","Baseline"
"C4A",0.0484763840262943,0.923750180052458,FALSE,"No difference","Baseline"
"CISH",0.0468189097282661,0.942409926494095,FALSE,"No difference","Baseline"
"ELK1",-0.0369818112409126,0.941201213605036,FALSE,"No difference","Baseline"
"LTB4R",-0.00457618534205739,0.987346396512147,FALSE,"No difference","Baseline"
"GZMA",-0.237700475980029,0.726153600160262,FALSE,"No difference","Baseline"
"PLAUR",-0.0540589952435333,0.942409926494095,FALSE,"No difference","Baseline"
"PTGS2",-0.248367727018536,0.726153600160262,FALSE,"No difference","Baseline"
"TIRAP",-0.114303952001195,0.882750443125591,FALSE,"No difference","Baseline"
"ANP32B",0.156172201769452,0.721481496874317,FALSE,"No difference","Baseline"
"LILRA5",0.149923179701536,0.775959269485722,FALSE,"No difference","Baseline"
"SLAMF1",-0.121786272606156,0.736362679792993,FALSE,"No difference","Baseline"
"SLAMF7",-0.207113175507002,0.733151212372966,FALSE,"No difference","Baseline"
"CD96",-0.190444163632359,0.731165533946514,FALSE,"No difference","Baseline"
"JAK3",-0.137369568817002,0.733151212372966,FALSE,"No difference","Baseline"
"TRIM39",0.0703750107465986,0.91806779974775,FALSE,"No difference","Baseline"
"HSH2D",-0.13960659892801,0.86877578067844,FALSE,"No difference","Baseline"
"MAPKAPK2",-0.132004121880541,0.733151212372966,FALSE,"No difference","Baseline"
"S100A9",-0.13075090313542,0.885159647011649,FALSE,"No difference","Baseline"
"TLR5",-0.232168158568472,0.743193463520196,FALSE,"No difference","Baseline"
"NCR1",0.0344277800988504,0.942409926494095,FALSE,"No difference","Baseline"
"CTLA4",-0.162609306783069,0.84395456697823,FALSE,"No difference","Baseline"
"TNFSF13",-0.106058394287057,0.791882231862309,FALSE,"No difference","Baseline"
"BCL3",0.126863805537541,0.743074186733246,FALSE,"No difference","Baseline"
"NOTCH1",0.126686760315216,0.766365035735924,FALSE,"No difference","Baseline"
"PDCD2",-0.0566671878549467,0.924461212099142,FALSE,"No difference","Baseline"
"TNFSF14",0.0803691470504573,0.91806779974775,FALSE,"No difference","Baseline"
"NUP107",-0.0648852463304088,0.88767087786512,FALSE,"No difference","Baseline"
"HLA-DRA",-0.07923050446216,0.84395456697823,FALSE,"No difference","Baseline"
"EGR1",-0.060192833108494,0.942409926494095,FALSE,"No difference","Baseline"
"TGFB1",-0.130842362048663,0.726153600160262,FALSE,"No difference","Baseline"
"STAT3",-0.127671969471454,0.733151212372966,FALSE,"No difference","Baseline"
"CARD9",-0.00839473091944676,0.985114791354559,FALSE,"No difference","Baseline"
"PML",0.102633186518854,0.850349758884277,FALSE,"No difference","Baseline"
"MS4A1",-0.234469242357322,0.762691010963452,FALSE,"No difference","Baseline"
"HLA-B",0.142259862335191,0.825728716452085,FALSE,"No difference","Baseline"
"CD44",-0.132286339670538,0.733151212372966,FALSE,"No difference","Baseline"
"CCL5",-0.186083626408299,0.770846640622788,FALSE,"No difference","Baseline"
"KLRD1",-0.244450628003683,0.733151212372966,FALSE,"No difference","Baseline"
"FASLG",0.133117417651489,0.858316718446539,FALSE,"No difference","Baseline"
"FCGR2A",0.235021011674529,0.733151212372966,FALSE,"No difference","Baseline"
"TRAF6",-0.039360104840144,0.927419416116773,FALSE,"No difference","Baseline"
"DDIT3",0.0492697331002852,0.916837432074566,FALSE,"No difference","Baseline"
"TNFSF12",-0.117824090112542,0.893443258236494,FALSE,"No difference","Baseline"
"HLA-DMB",0.10882379780624,0.791882231862309,FALSE,"No difference","Baseline"
"KLRC2",0.157069878025498,0.791882231862309,FALSE,"No difference","Baseline"
"IL12RB1",0.0922306490976128,0.911796685463456,FALSE,"No difference","Baseline"
"SOCS3",0.136349906346941,0.842739739625931,FALSE,"No difference","Baseline"
"LILRB2",-0.112088904516748,0.837723732546284,FALSE,"No difference","Baseline"
"CCR2",0.100548436818948,0.828795706021567,FALSE,"No difference","Baseline"
"IL2RG",0.151285122415764,0.774069948501891,FALSE,"No difference","Baseline"
"CD79B",0.101707371037822,0.91806779974775,FALSE,"No difference","Baseline"
"IGF2R",0.195970595054121,0.770846640622788,FALSE,"No difference","Baseline"
"TNFRSF14",-0.040847765790283,0.924461212099142,FALSE,"No difference","Baseline"
"KLRC3",-0.129599746585852,0.817637090783634,FALSE,"No difference","Baseline"
"C1QBP",-0.109016266271892,0.806473178604829,FALSE,"No difference","Baseline"
"CD244",0.167201268354605,0.842386429683343,FALSE,"No difference","Baseline"
"FYN",-0.106785124365711,0.773469996747472,FALSE,"No difference","Baseline"
"CD14",-0.109366394871572,0.808795313291174,FALSE,"No difference","Baseline"
"LAIR1",-0.145173199374034,0.782765022449015,FALSE,"No difference","Baseline"
"CEACAM1",0.00436738088307109,0.987346396512147,FALSE,"No difference","Baseline"
"CD48",-0.0977382428133797,0.792871025594446,FALSE,"No difference","Baseline"
"IL17RA",0.120251741745209,0.808795313291174,FALSE,"No difference","Baseline"
"MAPK14",0.0480624393350553,0.91806779974775,FALSE,"No difference","Baseline"
"FOS",-0.21893557697148,0.793633607731018,FALSE,"No difference","Baseline"
"MAP3K7",0.0378282490792987,0.947984546514272,FALSE,"No difference","Baseline"
"IRF8",-0.0268230301919719,0.96670868588366,FALSE,"No difference","Baseline"
"HLA-C",0.087589855208388,0.873255247457125,FALSE,"No difference","Baseline"
"CHUK",0.024229133337343,0.934067857643134,FALSE,"No difference","Baseline"
"IRAK1",0.0450241867222045,0.91806779974775,FALSE,"No difference","Baseline"
"ILF3",-0.0768673744570059,0.837723732546284,FALSE,"No difference","Baseline"
"MAF",-0.0484065664320354,0.932988359090279,FALSE,"No difference","Baseline"
"IL10RB",0.0663386433537028,0.830306458214793,FALSE,"No difference","Baseline"
"IKZF2",0.0723453245462053,0.893443258236494,FALSE,"No difference","Baseline"
"IL2RB",0.0792458139630501,0.830306458214793,FALSE,"No difference","Baseline"
"IL6R",0.0988182186747917,0.842125273340203,FALSE,"No difference","Baseline"
"HLA-DPB1",0.100132031804563,0.804115031211856,FALSE,"No difference","Baseline"
"CD3E",-0.0835191168024778,0.830306458214793,FALSE,"No difference","Baseline"
"CCR7",-0.14350384124803,0.891550545397785,FALSE,"No difference","Baseline"
"TIGIT",-0.0663371474615682,0.893443258236494,FALSE,"No difference","Baseline"
"IL6ST",-0.143875459756394,0.853697914621027,FALSE,"No difference","Baseline"
"C5",-0.228052186612805,0.830306458214793,FALSE,"No difference","Baseline"
"ICOS",-0.0427155890403306,0.921671303299762,FALSE,"No difference","Baseline"
"IFNGR1",0.153722536508416,0.830306458214793,FALSE,"No difference","Baseline"
"GPI",-0.0961587746045165,0.825728716452085,FALSE,"No difference","Baseline"
"PSMB10",0.104176800393265,0.87296683880302,FALSE,"No difference","Baseline"
"MAP4K4",-0.263727252720464,0.826673704940281,FALSE,"No difference","Baseline"
"TNFAIP3",0.0860848656952893,0.885159647011649,FALSE,"No difference","Baseline"
"IL15",0.022029500547557,0.959636315704801,FALSE,"No difference","Baseline"
"TARP",-0.153013180159936,0.830306458214793,FALSE,"No difference","Baseline"
"IL13RA1",-0.0701633154895358,0.899793262294117,FALSE,"No difference","Baseline"
"S100A8",-0.198983141851182,0.85888871726015,FALSE,"No difference","Baseline"
"ITGA6",-0.028360288496124,0.960331136647433,FALSE,"No difference","Baseline"
"AHR",-0.0297703913989471,0.942409926494095,FALSE,"No difference","Baseline"
"RIPK1",0.0275874477242546,0.931789071460669,FALSE,"No difference","Baseline"
"LY96",-0.0669504475772413,0.898837004723892,FALSE,"No difference","Baseline"
"CFL1",0.0828191611521518,0.86877578067844,FALSE,"No difference","Baseline"
"CCRL2",0.120911567053055,0.893443258236494,FALSE,"No difference","Baseline"
"XBP1",-0.0632593202453187,0.887286284982853,FALSE,"No difference","Baseline"
"ICAM3",-0.083230488258291,0.894574864459692,FALSE,"No difference","Baseline"
"SHC1",0.0436832098958249,0.913995888028644,FALSE,"No difference","Baseline"
"CD1C",0.0802126441449289,0.898433410194073,FALSE,"No difference","Baseline"
"PRKCD",-0.0642835777125921,0.901192291632166,FALSE,"No difference","Baseline"
"FCGRT",-0.0824172933296605,0.907239224076919,FALSE,"No difference","Baseline"
"CAMP",-0.147973342777732,0.904904156043737,FALSE,"No difference","Baseline"
"SIGIRR",-0.0552313347459279,0.898837004723892,FALSE,"No difference","Baseline"
"PYCARD",0.0592866490738952,0.898433410194073,FALSE,"No difference","Baseline"
"NFATC2",-0.00389211498388775,0.987346396512147,FALSE,"No difference","Baseline"
"CASP8",0.0628518709196193,0.859960318047756,FALSE,"No difference","Baseline"
"IL1RAP",0.108472809467342,0.88767087786512,FALSE,"No difference","Baseline"
"SDHA",-0.041544973136574,0.91806779974775,FALSE,"No difference","Baseline"
"CCR4",-0.0727233772767324,0.91491028355327,FALSE,"No difference","Baseline"
"TUBB",-0.0573417180682387,0.873255247457125,FALSE,"No difference","Baseline"
"PRDM1",-0.0572376580527383,0.913995888028644,FALSE,"No difference","Baseline"
"TYK2",0.0512348206803637,0.907239224076919,FALSE,"No difference","Baseline"
"CD82",-0.0771499567667799,0.91806779974775,FALSE,"No difference","Baseline"
"ERCC3",0.00881168288544654,0.981667451937578,FALSE,"No difference","Baseline"
"CCR5",-0.0394748625823382,0.924461212099142,FALSE,"No difference","Baseline"
"SYK",0.0475748176700428,0.91491028355327,FALSE,"No difference","Baseline"
"GZMH",0.104284714817762,0.921671303299762,FALSE,"No difference","Baseline"
"CASP3",0.118974788269046,0.871194398374145,FALSE,"No difference","Baseline"
"CD28",0.0475380378641628,0.91806779974775,FALSE,"No difference","Baseline"
"CD81",-0.0600362509836287,0.882750443125591,FALSE,"No difference","Baseline"
"NCF4",0.0717194813024626,0.901192291632166,FALSE,"No difference","Baseline"
"IRF4",0.0172623358953103,0.966064538152555,FALSE,"No difference","Baseline"
"BIRC2",0.0505183818583852,0.91806779974775,FALSE,"No difference","Baseline"
"CD6",-0.0630033827369303,0.893443258236494,FALSE,"No difference","Baseline"
"CD79A",-0.052138346979973,0.924461212099142,FALSE,"No difference","Baseline"
"NR3C1",-0.0431943480719816,0.91806779974775,FALSE,"No difference","Baseline"
"FLT3LG",-0.0534527994982721,0.898433410194073,FALSE,"No difference","Baseline"
"LCK",-0.056154374178961,0.901192291632166,FALSE,"No difference","Baseline"
"SMAD2",-0.0350902781936178,0.91806779974775,FALSE,"No difference","Baseline"
"MAP4K1",-0.0318453016738918,0.927218411908002,FALSE,"No difference","Baseline"
"PSMD7",-0.0301169922166427,0.924461212099142,FALSE,"No difference","Baseline"
"MAP3K5",0.0256876037338021,0.934067857643134,FALSE,"No difference","Baseline"
"CD247",-0.0377059931580952,0.924461212099142,FALSE,"No difference","Baseline"
"MYC",0.0204080602046055,0.958705958786945,FALSE,"No difference","Baseline"
"FN1",-0.0598928808929404,0.921671303299762,FALSE,"No difference","Baseline"
"HDAC3",-0.0190013658657495,0.944124550802821,FALSE,"No difference","Baseline"
"IRAK4",0.0083279561613292,0.981667451937578,FALSE,"No difference","Baseline"
"LEF1",0.0631392124419765,0.927218411908002,FALSE,"No difference","Baseline"
"MAP4K2",-0.00435092519170688,0.987346396512147,FALSE,"No difference","Baseline"
"PSMB9",0.0754475954492602,0.893443258236494,FALSE,"No difference","Baseline"
"HMGB2",0.00859372539393277,0.981667451937578,FALSE,"No difference","Baseline"
"TBX21",0.0240215491873492,0.973974549517054,FALSE,"No difference","Baseline"
"HLA-DRB1",-0.00882273212440943,0.981667451937578,FALSE,"No difference","Baseline"
"MIF",-0.00592171788009921,0.986494704637232,FALSE,"No difference","Baseline"
"CD59",-0.0549333204614975,0.89962299310404,FALSE,"No difference","Baseline"
"PECAM1",0.00781793554267907,0.982730816519277,FALSE,"No difference","Baseline"
"CEBPB",-0.0374141131671948,0.927419416116773,FALSE,"No difference","Baseline"
"MAPK1",-0.0404513042426462,0.907239224076919,FALSE,"No difference","Baseline"
"FKBP5",-0.0298849580118219,0.932988359090279,FALSE,"No difference","Baseline"
"TLR6",-0.0226829177745778,0.966064538152555,FALSE,"No difference","Baseline"
"LITAF",0.0774425627708322,0.913907711403791,FALSE,"No difference","Baseline"
"ITGA5",0.0606310924376334,0.916837432074566,FALSE,"No difference","Baseline"
"JAK2",-0.04148735937288,0.91806779974775,FALSE,"No difference","Baseline"
"STAT5B",0.0273795757980064,0.941201213605036,FALSE,"No difference","Baseline"
"MALT1",0.0138404870061919,0.973974549517054,FALSE,"No difference","Baseline"
"IL10RA",-0.0105521661167618,0.973256423440861,FALSE,"No difference","Baseline"
"RHOA",0.030378687539935,0.927218411908002,FALSE,"No difference","Baseline"
"CD7",0.0111642881471159,0.982730816519277,FALSE,"No difference","Baseline"
"JAK1",0.00810931547303717,0.981667451937578,FALSE,"No difference","Baseline"
"FCGR3",1.02808072365461,0.218780030608231,FALSE,"No difference","4 DPI"
"TGFBR2",0.626802421411265,0.523344059205875,FALSE,"No difference","4 DPI"
"C9",-0.878485707104296,0.523344059205875,FALSE,"No difference","4 DPI"
"GNLY",1.179870837642,0.523344059205875,FALSE,"No difference","4 DPI"
"LILRA4",-1.04255862057189,0.523344059205875,FALSE,"No difference","4 DPI"
"MAP3K1",0.563336973003743,0.523344059205875,FALSE,"No difference","4 DPI"
"CXCR6",-0.592286268240707,0.523344059205875,FALSE,"No difference","4 DPI"
"SRC",-0.845290543602311,0.523344059205875,FALSE,"No difference","4 DPI"
"NFKB2",0.523700241740395,0.523344059205875,FALSE,"No difference","4 DPI"
"IL4R",0.535012464820732,0.523344059205875,FALSE,"No difference","4 DPI"
"CISH",0.788599191746875,0.523344059205875,FALSE,"No difference","4 DPI"
"CD36",-0.959656668801586,0.523344059205875,FALSE,"No difference","4 DPI"
"EOMES",0.76409939177061,0.523344059205875,FALSE,"No difference","4 DPI"
"C3AR1",0.963126576051955,0.523344059205875,FALSE,"No difference","4 DPI"
"APOE",-0.592683104878329,0.61996922059568,FALSE,"No difference","4 DPI"
"ARHGDIB",0.651477344218286,0.523344059205875,FALSE,"No difference","4 DPI"
"F13A1",-0.759439749510468,0.61996922059568,FALSE,"No difference","4 DPI"
"CYBB",0.583584904169873,0.647616449484913,FALSE,"No difference","4 DPI"
"LILRB5",-0.528709821315173,0.651491296233634,FALSE,"No difference","4 DPI"
"CX3CR1",1.20985763480346,0.651491296233634,FALSE,"No difference","4 DPI"
"SERPING1",0.925759699361653,0.651491296233634,FALSE,"No difference","4 DPI"
"CD7",0.714424304679754,0.651491296233634,FALSE,"No difference","4 DPI"
"LGALS3",-0.447375649163629,0.651491296233634,FALSE,"No difference","4 DPI"
"CD38",0.557021183351399,0.651491296233634,FALSE,"No difference","4 DPI"
"CREB1",0.374307661231994,0.651491296233634,FALSE,"No difference","4 DPI"
"CD247",0.66717358548639,0.651491296233634,FALSE,"No difference","4 DPI"
"TICAM1",-0.645372445810841,0.651491296233634,FALSE,"No difference","4 DPI"
"KLRC2",0.934374721882194,0.651491296233634,FALSE,"No difference","4 DPI"
"NFE2L2",-0.528955478149127,0.651491296233634,FALSE,"No difference","4 DPI"
"LILRA6",-0.419876403246914,0.651491296233634,FALSE,"No difference","4 DPI"
"CD58",-0.479034127562503,0.651491296233634,FALSE,"No difference","4 DPI"
"FCGR2B",-0.656134148322166,0.651491296233634,FALSE,"No difference","4 DPI"
"TNF",0.547115767486005,0.651491296233634,FALSE,"No difference","4 DPI"
"IL28B",-0.711747232732173,0.679047621829606,FALSE,"No difference","4 DPI"
"PAX5",-0.43426910579977,0.687478644697992,FALSE,"No difference","4 DPI"
"LILRA1",-1.07125024546574,0.679047621829606,FALSE,"No difference","4 DPI"
"JUN",0.480832108664559,0.710980524983172,FALSE,"No difference","4 DPI"
"IKZF1",0.555293516536812,0.710980524983172,FALSE,"No difference","4 DPI"
"CFI",-0.648704841473172,0.713798797471412,FALSE,"No difference","4 DPI"
"IL8",-0.966766816937238,0.725827177175758,FALSE,"No difference","4 DPI"
"IKZF3",0.658411249043866,0.725827177175758,FALSE,"No difference","4 DPI"
"CLEC6A",-0.506528922586623,0.725827177175758,FALSE,"No difference","4 DPI"
"IL33",-0.527536289125742,0.725827177175758,FALSE,"No difference","4 DPI"
"LCK",0.501772462743398,0.725827177175758,FALSE,"No difference","4 DPI"
"MKNK1",-0.470325271715025,0.725827177175758,FALSE,"No difference","4 DPI"
"GZMB",0.964393451065298,0.725827177175758,FALSE,"No difference","4 DPI"
"THBS1",-0.778821787180483,0.725827177175758,FALSE,"No difference","4 DPI"
"CD22",-0.584158347181591,0.725827177175758,FALSE,"No difference","4 DPI"
"IL2RB",0.579676760003906,0.725827177175758,FALSE,"No difference","4 DPI"
"LILRA2",-2.17007770620838,0.725827177175758,FALSE,"No difference","4 DPI"
"NOTCH2",0.481166629823191,0.725827177175758,FALSE,"No difference","4 DPI"
"PRF1",0.940509455825094,0.725827177175758,FALSE,"No difference","4 DPI"
"IKZF2",0.587563908946606,0.725827177175758,FALSE,"No difference","4 DPI"
"MEF2C",0.438817169981414,0.725827177175758,FALSE,"No difference","4 DPI"
"CHUK",0.486748477989424,0.725827177175758,FALSE,"No difference","4 DPI"
"TCF4",-0.388002957089005,0.725827177175758,FALSE,"No difference","4 DPI"
"SELPLG",0.422047343147723,0.725827177175758,FALSE,"No difference","4 DPI"
"IFNG",-0.617952046497309,0.725827177175758,FALSE,"No difference","4 DPI"
"S1PR1",0.477253474478125,0.733594783083512,FALSE,"No difference","4 DPI"
"CDC42",-0.477278907742269,0.725827177175758,FALSE,"No difference","4 DPI"
"IL12RB2",0.660714184198155,0.733594783083512,FALSE,"No difference","4 DPI"
"CD53",0.344798510918739,0.733594783083512,FALSE,"No difference","4 DPI"
"ZEB1",0.669655368769936,0.733594783083512,FALSE,"No difference","4 DPI"
"HLA-DQA1",1.2261509057961,0.733594783083512,FALSE,"No difference","4 DPI"
"CD28",0.498849000867689,0.733594783083512,FALSE,"No difference","4 DPI"
"PTGER3",-0.509295418438286,0.733594783083512,FALSE,"No difference","4 DPI"
"ADA",-0.518028044124172,0.733594783083512,FALSE,"No difference","4 DPI"
"CXCL3",-0.62951208593427,0.733594783083512,FALSE,"No difference","4 DPI"
"CLEC4E",-1.27142966075628,0.733594783083512,FALSE,"No difference","4 DPI"
"CD14",-0.501304265468212,0.733594783083512,FALSE,"No difference","4 DPI"
"CYSLTR1",0.433340962967765,0.733594783083512,FALSE,"No difference","4 DPI"
"RHOA",0.334853564608323,0.733594783083512,FALSE,"No difference","4 DPI"
"NFATC1",-0.356111214355096,0.733594783083512,FALSE,"No difference","4 DPI"
"KIR3DL2",0.528797363574525,0.733594783083512,FALSE,"No difference","4 DPI"
"MYL2",-0.50303472540428,0.733594783083512,FALSE,"No difference","4 DPI"
"RELB",0.323920130203077,0.733594783083512,FALSE,"No difference","4 DPI"
"KLRC3",0.559086709374425,0.733594783083512,FALSE,"No difference","4 DPI"
"PTPRC",0.509347097867677,0.733594783083512,FALSE,"No difference","4 DPI"
"GTF3C1",-0.388857439404917,0.747415010183028,FALSE,"No difference","4 DPI"
"HLA-DQB1",0.520015145935097,0.747415010183028,FALSE,"No difference","4 DPI"
"CD1A",-0.474492665746137,0.747415010183028,FALSE,"No difference","4 DPI"
"CASP10",0.304034478364859,0.747415010183028,FALSE,"No difference","4 DPI"
"CXCL6",-0.440088927564521,0.747415010183028,FALSE,"No difference","4 DPI"
"KIR2DL4",-0.510503470014744,0.747415010183028,FALSE,"No difference","4 DPI"
"CSF1R",0.613829891408132,0.747415010183028,FALSE,"No difference","4 DPI"
"CLEC4A",-0.812003389014849,0.747415010183028,FALSE,"No difference","4 DPI"
"CD81",0.433853337682651,0.747415010183028,FALSE,"No difference","4 DPI"
"GP1BB",-0.439683796730428,0.747415010183028,FALSE,"No difference","4 DPI"
"IL16",0.31751349064241,0.747415010183028,FALSE,"No difference","4 DPI"
"TYROBP",-0.345326563513465,0.747415010183028,FALSE,"No difference","4 DPI"
"CCRL2",-0.781854755726883,0.747415010183028,FALSE,"No difference","4 DPI"
"TBP",0.403513666783097,0.747415010183028,FALSE,"No difference","4 DPI"
"ETS1",0.544450578675223,0.747415010183028,FALSE,"No difference","4 DPI"
"CCL5",0.311801934649809,0.747415010183028,FALSE,"No difference","4 DPI"
"TMEM173",0.401022594883606,0.747415010183028,FALSE,"No difference","4 DPI"
"CFL1",0.305839953409883,0.747415010183028,FALSE,"No difference","4 DPI"
"SLAMF1",0.33388422530718,0.747415010183028,FALSE,"No difference","4 DPI"
"IFNAR2",0.315214504065954,0.747415010183028,FALSE,"No difference","4 DPI"
"IRAK1",-0.282122694139038,0.747415010183028,FALSE,"No difference","4 DPI"
"MAFF",0.284264696788404,0.747415010183028,FALSE,"No difference","4 DPI"
"GBP1",0.504961991267358,0.747415010183028,FALSE,"No difference","4 DPI"
"TLR8",0.295273524388856,0.747415010183028,FALSE,"No difference","4 DPI"
"TRAF6",0.283261282022031,0.747415010183028,FALSE,"No difference","4 DPI"
"KLRC1",-0.347160092797212,0.747415010183028,FALSE,"No difference","4 DPI"
"GRB2",0.261622473333672,0.747415010183028,FALSE,"No difference","4 DPI"
"ARG2",-0.771432203452795,0.747415010183028,FALSE,"No difference","4 DPI"
"UBE2L3",-0.442002468069187,0.747415010183028,FALSE,"No difference","4 DPI"
"C14orf166",-0.313313810274035,0.747415010183028,FALSE,"No difference","4 DPI"
"ITGA4",0.462138861752555,0.747415010183028,FALSE,"No difference","4 DPI"
"PTPN6",0.390859874982753,0.747415010183028,FALSE,"No difference","4 DPI"
"CD163",-0.406408657925408,0.747415010183028,FALSE,"No difference","4 DPI"
"IL13RA1",-0.538793827114437,0.747415010183028,FALSE,"No difference","4 DPI"
"IKBKAP",0.353669962813997,0.747415010183028,FALSE,"No difference","4 DPI"
"TRADD",-0.301822207103996,0.747415010183028,FALSE,"No difference","4 DPI"
"PRDM1",0.440392720634717,0.747415010183028,FALSE,"No difference","4 DPI"
"THY1",-0.478088609148442,0.747415010183028,FALSE,"No difference","4 DPI"
"IL1R2",-0.780238427409615,0.747415010183028,FALSE,"No difference","4 DPI"
"CCR5",0.397343073528574,0.747415010183028,FALSE,"No difference","4 DPI"
"IL7R",0.441132107754619,0.747415010183028,FALSE,"No difference","4 DPI"
"ITGB2",0.407525493784457,0.747415010183028,FALSE,"No difference","4 DPI"
"CFD",0.338710530513836,0.747415010183028,FALSE,"No difference","4 DPI"
"TOLLIP",-0.312603839970023,0.747415010183028,FALSE,"No difference","4 DPI"
"TNFSF13",-0.327182326354569,0.747415010183028,FALSE,"No difference","4 DPI"
"RAC1",-0.271330147138935,0.747415010183028,FALSE,"No difference","4 DPI"
"EIF2A",-0.325998607075478,0.747415010183028,FALSE,"No difference","4 DPI"
"CD27",0.475382849660311,0.747415010183028,FALSE,"No difference","4 DPI"
"ITGAL",0.401609279929904,0.747415010183028,FALSE,"No difference","4 DPI"
"FADD",0.249192347095083,0.747415010183028,FALSE,"No difference","4 DPI"
"STAT1",0.28992029296373,0.747415010183028,FALSE,"No difference","4 DPI"
"MS4A1",-0.487284732343926,0.747415010183028,FALSE,"No difference","4 DPI"
"MMP9",0.986451308428347,0.747415010183028,FALSE,"No difference","4 DPI"
