"Gene","logFC","padj","Significant","Regulation","Timepoint"
"IRF1",0.00222966644978406,0.996032252944452,FALSE,"No difference","4 DPI"
"NUP107",0.0584274793514608,0.956276958872574,FALSE,"No difference","4 DPI"
"IKBKE",-0.0484342598980554,0.956276958872574,FALSE,"No difference","4 DPI"
"RAG1",-0.140210706852106,0.948422617819993,FALSE,"No difference","4 DPI"
"FCGR1A",0.148296777036336,0.948422617819993,FALSE,"No difference","4 DPI"
"IL18",-0.0770624171571841,0.948422617819993,FALSE,"No difference","4 DPI"
"GZMM",-0.105676731284808,0.948422617819993,FALSE,"No difference","4 DPI"
"MEF2D",0.0489141872956518,0.975943022168648,FALSE,"No difference","4 DPI"
"SYK",-0.0716153337266761,0.948422617819993,FALSE,"No difference","4 DPI"
"GATA3",0.104559488297348,0.948422617819993,FALSE,"No difference","4 DPI"
"PRKCA",-0.10059834662863,0.948422617819993,FALSE,"No difference","4 DPI"
"IL7",-0.0372681781785991,0.978538663061639,FALSE,"No difference","4 DPI"
"ICAM2",-0.0501224076461728,0.948422617819993,FALSE,"No difference","4 DPI"
"IDO2",-0.104711855278874,0.978538663061639,FALSE,"No difference","4 DPI"
"TRAF1",0.0735811574619358,0.956276958872574,FALSE,"No difference","4 DPI"
"CIITA",0.0424033823666603,0.978538663061639,FALSE,"No difference","4 DPI"
"MAP4K4",0.081274445890962,0.978538663061639,FALSE,"No difference","4 DPI"
"ROCK2",-0.0273468168750375,0.978538663061639,FALSE,"No difference","4 DPI"
"MYD88",-0.088977629347756,0.948422617819993,FALSE,"No difference","4 DPI"
"MAPKAPK2",-0.0814063151998567,0.948422617819993,FALSE,"No difference","4 DPI"
"IL6R",-0.0319251732534234,0.975943022168648,FALSE,"No difference","4 DPI"
"CD69",0.0388296368543948,0.979340382911701,FALSE,"No difference","4 DPI"
"MR1",0.0446695478089278,0.979340382911701,FALSE,"No difference","4 DPI"
"IL18RAP",0.0620004207763794,0.979340382911701,FALSE,"No difference","4 DPI"
"NFKB1",-0.0653059300425785,0.948422617819993,FALSE,"No difference","4 DPI"
"ITGB1",-0.0560054733490425,0.952184847465847,FALSE,"No difference","4 DPI"
"NOTCH1",-0.0180218735049902,0.989305763153788,FALSE,"No difference","4 DPI"
"C4A",0.0313928916871946,0.982113874615455,FALSE,"No difference","4 DPI"
"PSMC2",-0.099689370668008,0.948422617819993,FALSE,"No difference","4 DPI"
"IL1R1",-0.0252254513025827,0.985083559341996,FALSE,"No difference","4 DPI"
"IRAK4",-0.0370045559826364,0.956276958872574,FALSE,"No difference","4 DPI"
"TIGIT",-0.0370719402565562,0.975943022168648,FALSE,"No difference","4 DPI"
"BTK",-0.0165566228933578,0.987114200898742,FALSE,"No difference","4 DPI"
"TP53",0.0243556487848826,0.979340382911701,FALSE,"No difference","4 DPI"
"BATF",-0.000736761434193767,0.997807124841289,FALSE,"No difference","4 DPI"
"TNFRSF13C",0.0918352667548401,0.948422617819993,FALSE,"No difference","4 DPI"
"CD82",-0.0532079240378627,0.975943022168648,FALSE,"No difference","4 DPI"
"LILRB3",0.0267196335544657,0.987114200898742,FALSE,"No difference","4 DPI"
"HPRT1",0.0266021559985736,0.978538663061639,FALSE,"No difference","4 DPI"
"BCL6",-0.165135422009817,0.948422617819993,FALSE,"No difference","4 DPI"
"KLRG1",-0.0241188002669723,0.989305763153788,FALSE,"No difference","4 DPI"
"C10orf54",0.0234950320396941,0.979340382911701,FALSE,"No difference","4 DPI"
"DAXX",-0.0135059363163599,0.985083559341996,FALSE,"No difference","4 DPI"
"LTBR",-0.0251374458962399,0.979340382911701,FALSE,"No difference","4 DPI"
"PTPN22",0.00215991776547408,0.996032252944452,FALSE,"No difference","4 DPI"
"IL1B",0.159695391507531,0.948422617819993,FALSE,"No difference","4 DPI"
"CD46",0.0500029078221171,0.952184847465847,FALSE,"No difference","4 DPI"
"TRAF4",-0.042094950433059,0.975943022168648,FALSE,"No difference","4 DPI"
"PRKCB",-0.0192052002228262,0.982113874615455,FALSE,"No difference","4 DPI"
"EIF2AK2",-0.00151061359643556,0.996032252944452,FALSE,"No difference","4 DPI"
"REPS1",0.00194831477677582,0.996032252944452,FALSE,"No difference","4 DPI"
"PLAUR",-0.0152116317827939,0.994529481277867,FALSE,"No difference","4 DPI"
"JAK3",0.0378943725159022,0.978538663061639,FALSE,"No difference","4 DPI"
"CXCR4",0.0460196155288806,0.978538663061639,FALSE,"No difference","4 DPI"
"NLRP3",-0.00916531849816682,0.991617541264548,FALSE,"No difference","4 DPI"
"TYK2",-0.0644571499289235,0.948422617819993,FALSE,"No difference","4 DPI"
"CD83",0.0318749527958673,0.979340382911701,FALSE,"No difference","4 DPI"
"TLR4",-0.00563918763421434,0.996032252944452,FALSE,"No difference","4 DPI"
"TLR2",-0.0107236584343315,0.996032252944452,FALSE,"No difference","4 DPI"
"RARRES3",-0.0600294993711401,0.948422617819993,FALSE,"No difference","4 DPI"
"C1QA",-0.0872054148442842,0.978538663061639,FALSE,"No difference","4 DPI"
"BCL2",-0.056835733723851,0.975943022168648,FALSE,"No difference","4 DPI"
"C5aR1",0.0425562800545194,0.982113874615455,FALSE,"No difference","4 DPI"
"EWSR1",-0.0245428214821359,0.978538663061639,FALSE,"No difference","4 DPI"
"TRAF2",0.00584438658218911,0.994529481277867,FALSE,"No difference","4 DPI"
"CDKN1A",0.0670627425319612,0.952184847465847,FALSE,"No difference","4 DPI"
"PDCD2",0.01990512651179,0.979340382911701,FALSE,"No difference","4 DPI"
"SIRPA",-0.0790766876176345,0.948422617819993,FALSE,"No difference","4 DPI"
"ICAM3",-0.0651309955345489,0.952184847465847,FALSE,"No difference","4 DPI"
"PTGER2",-0.0842987595165559,0.948422617819993,FALSE,"No difference","4 DPI"
"LAG3",0.0100289656896333,0.994529481277867,FALSE,"No difference","4 DPI"
"STAT5B",-0.0599910587454886,0.948422617819993,FALSE,"No difference","4 DPI"
"TGFBR1",0.0571388883246371,0.948422617819993,FALSE,"No difference","4 DPI"
"LILRB4",-0.0775173820553308,0.948422617819993,FALSE,"No difference","4 DPI"
"LTB4R",0.0454270499397165,0.979340382911701,FALSE,"No difference","4 DPI"
"JAK1",-0.0152121461692509,0.985083559341996,FALSE,"No difference","4 DPI"
"IFNB1",-0.101669681101666,0.948422617819993,FALSE,"No difference","4 DPI"
"C4B",-0.0697660246796028,0.948422617819993,FALSE,"No difference","4 DPI"
"AGER",-0.0624365492148122,0.948422617819993,FALSE,"No difference","4 DPI"
"CCR6",0.060517131407499,0.956276958872574,FALSE,"No difference","4 DPI"
"IRF3",0.0537951814530189,0.952184847465847,FALSE,"No difference","4 DPI"
"HLA-DOB",-0.0882134106261399,0.952184847465847,FALSE,"No difference","4 DPI"
"PTGIR",-0.0630208845537945,0.948422617819993,FALSE,"No difference","4 DPI"
"ATG16L1",0.0520093864275095,0.948422617819993,FALSE,"No difference","4 DPI"
"LITAF",0.0433180464199481,0.979340382911701,FALSE,"No difference","4 DPI"
"PRKCD",-0.0287983494969311,0.978538663061639,FALSE,"No difference","4 DPI"
"ICAM4",0.0503410183356543,0.985083559341996,FALSE,"No difference","4 DPI"
"TLR6",-0.145156681466277,0.948422617819993,FALSE,"No difference","4 DPI"
"IRF7",0.0488912504404784,0.975943022168648,FALSE,"No difference","4 DPI"
"HIF1A",-0.0411020153758539,0.956276958872574,FALSE,"No difference","4 DPI"
"KEAP1",0.026272540384733,0.979340382911701,FALSE,"No difference","4 DPI"
"IL10RA",-0.0148370796620885,0.985083559341996,FALSE,"No difference","4 DPI"
"NFATC3",0.0517348242406008,0.956276958872574,FALSE,"No difference","4 DPI"
"CSF2RB",0.0896805813114891,0.956276958872574,FALSE,"No difference","4 DPI"
"NOD2",0.0507632631091912,0.956276958872574,FALSE,"No difference","4 DPI"
"SMAD5",-0.00705089226994993,0.994529481277867,FALSE,"No difference","4 DPI"
"PYCARD",-0.0352991468045438,0.960509966173011,FALSE,"No difference","4 DPI"
"IL1RL1",0.0897644819390644,0.952184847465847,FALSE,"No difference","4 DPI"
"EGR2",-0.0455826227789426,0.979340382911701,FALSE,"No difference","4 DPI"
"KIR3DS1",0.0301520523960574,0.979340382911701,FALSE,"No difference","4 DPI"
"NCF4",-0.0670043992295817,0.975943022168648,FALSE,"No difference","4 DPI"
"ATM",-0.0099028267705723,0.992620063767717,FALSE,"No difference","4 DPI"
"MEF2BNB",-0.0675897068527496,0.948422617819993,FALSE,"No difference","4 DPI"
"TLR1",0.0326335333518877,0.979340382911701,FALSE,"No difference","4 DPI"
"TNFAIP3",0.0334117214514098,0.979340382911701,FALSE,"No difference","4 DPI"
"IL1RAP",-0.0749679760598791,0.978538663061639,FALSE,"No difference","4 DPI"
"IL10RB",-0.0232213848788927,0.978538663061639,FALSE,"No difference","4 DPI"
"GPR183",-0.0112166023057867,0.991617541264548,FALSE,"No difference","4 DPI"
"ITGAM",-0.00704087132368514,0.994529481277867,FALSE,"No difference","4 DPI"
"CCL3",0.0415800380287337,0.952184847465847,FALSE,"No difference","4 DPI"
"ITLN1",-0.00803517546016952,0.994529481277867,FALSE,"No difference","4 DPI"
"STAT6",-0.0137037822474735,0.982113874615455,FALSE,"No difference","4 DPI"
"CEACAM6",-0.042773215398765,0.959653857198327,FALSE,"No difference","4 DPI"
"SLAMF7",-0.0278847957770907,0.985083559341996,FALSE,"No difference","4 DPI"
"POLR2A",0.0134792298983033,0.991617541264548,FALSE,"No difference","4 DPI"
"IL17RA",0.00803457846082622,0.994529481277867,FALSE,"No difference","4 DPI"
"IL2RA",-0.0462429744024426,0.956276958872574,FALSE,"No difference","4 DPI"
"BLK",-0.0415736481652917,0.956276958872574,FALSE,"No difference","4 DPI"
"IL18RAP",2.65486440656525,0.000813166129967579,TRUE,"HeV-R","Terminal/10 DPI"
"LILRA5",1.61173618417374,0.000813166129967579,TRUE,"HeV-R","Terminal/10 DPI"
"IFI44",2.98040429111601,0.000843970026215416,TRUE,"HeV-R","Terminal/10 DPI"
"GNLY",-3.43816103336377,0.000843970026215416,TRUE,"HeV-g2","Terminal/10 DPI"
"FCGR1A",2.76524404131065,0.00114249668343384,TRUE,"HeV-R","Terminal/10 DPI"
"LILRA3",2.10926531686364,0.00114249668343384,TRUE,"HeV-R","Terminal/10 DPI"
"CCR8",-1.89309520541313,0.00114249668343384,TRUE,"HeV-g2","Terminal/10 DPI"
"LILRB3",1.78486208347702,0.00114249668343384,TRUE,"HeV-R","Terminal/10 DPI"
"OAS3",2.34372959095859,0.00114249668343384,TRUE,"HeV-R","Terminal/10 DPI"
"SOCS3",2.23123585780696,0.0021988983230097,TRUE,"HeV-R","Terminal/10 DPI"
"IFIH1",2.17931712084704,0.0021988983230097,TRUE,"HeV-R","Terminal/10 DPI"
"CD274",1.91260010306586,0.0021988983230097,TRUE,"HeV-R","Terminal/10 DPI"
"CCR2",-1.52145884428783,0.00225212527602501,TRUE,"HeV-g2","Terminal/10 DPI"
"HLA-DRB1",-1.6952348003182,0.00225212527602501,TRUE,"HeV-g2","Terminal/10 DPI"
"CYSLTR1",1.58474326137306,0.00225212527602501,TRUE,"HeV-R","Terminal/10 DPI"
"DDX58",2.32360285291827,0.00225212527602501,TRUE,"HeV-R","Terminal/10 DPI"
"MR1",2.03692038050147,0.00225212527602501,TRUE,"HeV-R","Terminal/10 DPI"
"EIF2AK2",1.78777016285825,0.00268391970643921,TRUE,"HeV-R","Terminal/10 DPI"
"STAT2",1.87457518316142,0.00276940546652505,TRUE,"HeV-R","Terminal/10 DPI"
"GZMA",-2.85705657004612,0.00276940546652505,TRUE,"HeV-g2","Terminal/10 DPI"
"SOCS1",2.47682361864663,0.00276940546652505,TRUE,"HeV-R","Terminal/10 DPI"
"DUSP4",-1.19022049433157,0.00276940546652505,TRUE,"HeV-g2","Terminal/10 DPI"
"OAS2",2.30521173298661,0.00304132063487807,TRUE,"HeV-R","Terminal/10 DPI"
"TLR4",1.73893167662151,0.00307399581681318,TRUE,"HeV-R","Terminal/10 DPI"
"IL18R1",1.22854902399477,0.00307399581681318,TRUE,"HeV-R","Terminal/10 DPI"
"IFIT2",2.86745221646052,0.00307399581681318,TRUE,"HeV-R","Terminal/10 DPI"
"MX1",2.51539846454572,0.00307399581681318,TRUE,"HeV-R","Terminal/10 DPI"
"NOD2",1.13860947104194,0.00307399581681318,TRUE,"HeV-R","Terminal/10 DPI"
"IFI35",1.30978278615413,0.00307399581681318,TRUE,"HeV-R","Terminal/10 DPI"
"TAP1",1.56500463576089,0.00307399581681318,TRUE,"HeV-R","Terminal/10 DPI"
"IFIT3",2.76351198490213,0.00307399581681318,TRUE,"HeV-R","Terminal/10 DPI"
"IRF7",1.73559583410101,0.00361589747343039,TRUE,"HeV-R","Terminal/10 DPI"
"LITAF",1.3053410743218,0.00385147719985519,TRUE,"HeV-R","Terminal/10 DPI"
"CD68",-1.16136566066067,0.00385147719985519,TRUE,"HeV-g2","Terminal/10 DPI"
"IFITM1",1.71644079231794,0.00415287814243494,TRUE,"HeV-R","Terminal/10 DPI"
"IL1RAP",1.75038150514693,0.00421051263595034,TRUE,"HeV-R","Terminal/10 DPI"
"S100A9",2.68669424354618,0.00483171682388443,TRUE,"HeV-R","Terminal/10 DPI"
"CDKN1A",-1.15639409039757,0.00483171682388443,TRUE,"HeV-g2","Terminal/10 DPI"
"HLA-DRA",-1.50117504618334,0.00520236177823891,TRUE,"HeV-g2","Terminal/10 DPI"
"PECAM1",-1.04635521417302,0.00520236177823891,TRUE,"HeV-g2","Terminal/10 DPI"
"IFIT1",2.55614397719272,0.00520236177823891,TRUE,"HeV-R","Terminal/10 DPI"
"FCGR2B",-1.33778117355373,0.00520236177823891,TRUE,"HeV-g2","Terminal/10 DPI"
"STAT3",1.03690454984458,0.0053805984758926,TRUE,"HeV-R","Terminal/10 DPI"
"MX2",1.75746757529405,0.00539939977167057,TRUE,"HeV-R","Terminal/10 DPI"
"PTAFR",1.54390979120819,0.00539939977167057,TRUE,"HeV-R","Terminal/10 DPI"
"HLA-DPB1",-1.73205602136598,0.00539939977167057,TRUE,"HeV-g2","Terminal/10 DPI"
"GPI",-1.22638485724338,0.00668574646792128,TRUE,"HeV-g2","Terminal/10 DPI"
"IL1B",1.683148174917,0.00670004475278128,TRUE,"HeV-R","Terminal/10 DPI"
"CD74",-1.42603718372072,0.00693818741151353,TRUE,"HeV-g2","Terminal/10 DPI"
"SELL",1.39641264813689,0.00695899949662294,TRUE,"HeV-R","Terminal/10 DPI"
"CXCL3",1.23905606811227,0.00684817236148611,TRUE,"HeV-R","Terminal/10 DPI"
"GZMK",-1.57128631798752,0.00695899949662294,TRUE,"HeV-g2","Terminal/10 DPI"
"GPR183",-1.06820834181856,0.00695899949662294,TRUE,"HeV-g2","Terminal/10 DPI"
"GBP1",1.76430716561309,0.00701320729082612,TRUE,"HeV-R","Terminal/10 DPI"
"MS4A2",-2.3260654561122,0.00701320729082612,TRUE,"HeV-g2","Terminal/10 DPI"
"MCL1",1.1262136513777,0.00725843628522641,TRUE,"HeV-R","Terminal/10 DPI"
"ELK1",-0.988975999197647,0.00701320729082612,FALSE,"No difference","Terminal/10 DPI"
"IDO1",1.66946935980052,0.00729013973351621,TRUE,"HeV-R","Terminal/10 DPI"
"FCAR",3.30310870047464,0.00732300217018903,TRUE,"HeV-R","Terminal/10 DPI"
"PLCB1",-1.25717481862047,0.00701320729082612,TRUE,"HeV-g2","Terminal/10 DPI"
"S100A8",2.74594615511395,0.00822992920376661,TRUE,"HeV-R","Terminal/10 DPI"
"MAP4K1",-1.14040436059731,0.00828683108910776,TRUE,"HeV-g2","Terminal/10 DPI"
"TAP2",1.13838527616952,0.00830099914116695,TRUE,"HeV-R","Terminal/10 DPI"
"FAS",1.62169893144854,0.00845867627397066,TRUE,"HeV-R","Terminal/10 DPI"
"CD22",-1.18332320176689,0.00822992920376661,TRUE,"HeV-g2","Terminal/10 DPI"
"GATA3",-0.830533738471797,0.00822992920376661,FALSE,"No difference","Terminal/10 DPI"
"LAG3",-1.26612882322923,0.0086953633770457,TRUE,"HeV-g2","Terminal/10 DPI"
"LGALS3",-1.23032138488012,0.0087180136973224,TRUE,"HeV-g2","Terminal/10 DPI"
"CD3G",-1.2866154297733,0.0086953633770457,TRUE,"HeV-g2","Terminal/10 DPI"
"CSF3R",1.64182713253491,0.0087180136973224,TRUE,"HeV-R","Terminal/10 DPI"
"IL1RN",1.83671572868824,0.0087180136973224,TRUE,"HeV-R","Terminal/10 DPI"
"TLR2",1.71166088192113,0.00874806987133248,TRUE,"HeV-R","Terminal/10 DPI"
"MMP9",1.54038282418763,0.00931800123530664,TRUE,"HeV-R","Terminal/10 DPI"
"IRF3",-0.933331736582728,0.00942197552046822,FALSE,"No difference","Terminal/10 DPI"
"NFKBIA",1.62166459283742,0.00944130976795519,TRUE,"HeV-R","Terminal/10 DPI"
"CD5",-0.863157388364971,0.00944130976795519,FALSE,"No difference","Terminal/10 DPI"
"IL1R1",1.39297820466479,0.00944130976795519,TRUE,"HeV-R","Terminal/10 DPI"
"LTB4R",1.2756829547479,0.00944130976795519,TRUE,"HeV-R","Terminal/10 DPI"
"IRGC",1.41545036868503,0.00944130976795519,TRUE,"HeV-R","Terminal/10 DPI"
"IKBKE",-0.915119166819705,0.00944130976795519,FALSE,"No difference","Terminal/10 DPI"
"ILF3",-0.92433005922612,0.00944130976795519,FALSE,"No difference","Terminal/10 DPI"
"CD1C",-1.24126085885468,0.00960616055908517,TRUE,"HeV-g2","Terminal/10 DPI"
"CIITA",-1.31295779910286,0.0107823266399036,TRUE,"HeV-g2","Terminal/10 DPI"
"S1PR1",-1.19347850959475,0.0108411606511274,TRUE,"HeV-g2","Terminal/10 DPI"
"ARG2",1.20694848378304,0.0111282902539463,TRUE,"HeV-R","Terminal/10 DPI"
"ZAP70",-1.14542324054206,0.0114543001755397,TRUE,"HeV-g2","Terminal/10 DPI"
"ATG7",1.05202267684796,0.0120343601298841,TRUE,"HeV-R","Terminal/10 DPI"
"TGFB1",-1.02855859420482,0.0123256094530731,TRUE,"HeV-g2","Terminal/10 DPI"
"NFATC3",-0.932905289813542,0.0123256094530731,FALSE,"No difference","Terminal/10 DPI"
"SMAD3",-1.07649036265515,0.0125492518596033,TRUE,"HeV-g2","Terminal/10 DPI"
"ITGA4",-1.00071809156262,0.0130053102950584,TRUE,"HeV-g2","Terminal/10 DPI"
"GZMM",-1.07385840029313,0.0128930321188618,TRUE,"HeV-g2","Terminal/10 DPI"
"FCGR2A",1.33589776979393,0.0145988330003338,TRUE,"HeV-R","Terminal/10 DPI"
"PML",1.00428329654304,0.0146004311227586,TRUE,"HeV-R","Terminal/10 DPI"
"IRF1",1.18304731549459,0.0157626228979214,TRUE,"HeV-R","Terminal/10 DPI"
"C5",1.64199110365681,0.0174957166664787,TRUE,"HeV-R","Terminal/10 DPI"
"TLR8",1.00834319633486,0.0174957166664787,TRUE,"HeV-R","Terminal/10 DPI"
"KLRG1",-1.90924346892714,0.0174957166664787,TRUE,"HeV-g2","Terminal/10 DPI"
"CCR5",-1.20970605970645,0.0176778806443393,TRUE,"HeV-g2","Terminal/10 DPI"
"IL13RA1",1.23175603553701,0.0190812091328379,TRUE,"HeV-R","Terminal/10 DPI"
"CCRL2",1.3011819575035,0.0190812091328379,TRUE,"HeV-R","Terminal/10 DPI"
"FPR2",1.6863903927374,0.0195769913715446,TRUE,"HeV-R","Terminal/10 DPI"
"CASP1",1.47258935697547,0.0199772164231754,TRUE,"HeV-R","Terminal/10 DPI"
"HRAS",-0.955022286004301,0.0191817743011831,FALSE,"No difference","Terminal/10 DPI"
"CXCR1",1.82143563907765,0.0199772164231754,TRUE,"HeV-R","Terminal/10 DPI"
"FN1",-1.78446031946157,0.0199772164231754,TRUE,"HeV-g2","Terminal/10 DPI"
"TNFAIP3",1.10719094922398,0.0200570296924203,TRUE,"HeV-R","Terminal/10 DPI"
"RAC1",-0.836114211258771,0.0199772164231754,FALSE,"No difference","Terminal/10 DPI"
"CEBPB",1.22551671578882,0.0211048524991986,TRUE,"HeV-R","Terminal/10 DPI"
"PPIA",-0.816743321485802,0.0220650399772513,FALSE,"No difference","Terminal/10 DPI"
"CXCR2",1.70228676764773,0.0213516947847974,TRUE,"HeV-R","Terminal/10 DPI"
"TBX21",-1.44325327820927,0.0217940687471406,TRUE,"HeV-g2","Terminal/10 DPI"
"LCP2",0.939920131707959,0.0222987419062748,FALSE,"No difference","Terminal/10 DPI"
"IL8",1.71779661019711,0.0222987419062748,TRUE,"HeV-R","Terminal/10 DPI"
"CLEC4E",2.68180252039364,0.0222987419062748,TRUE,"HeV-R","Terminal/10 DPI"
"CUL9",-0.8566457702928,0.0222987419062748,FALSE,"No difference","Terminal/10 DPI"
"CSF1R",-2.17448422228705,0.0222987419062748,TRUE,"HeV-g2","Terminal/10 DPI"
"SHC1",-0.65496188266158,0.0222987419062748,FALSE,"No difference","Terminal/10 DPI"
"TBP",-1.09155509837752,0.0222987419062748,TRUE,"HeV-g2","Terminal/10 DPI"
"IDO2",1.92449089217495,0.0229410123836648,TRUE,"HeV-R","Terminal/10 DPI"
"NCF4",1.12628066170742,0.0229410123836648,TRUE,"HeV-R","Terminal/10 DPI"
"OAS1",1.25072246631351,0.0229410123836648,TRUE,"HeV-R","Terminal/10 DPI"
"CAMP",1.35018707343569,0.0229410123836648,TRUE,"HeV-R","Terminal/10 DPI"
"ALOX15",-1.33750150294508,0.0229410123836648,TRUE,"HeV-g2","Terminal/10 DPI"
"NFKBIZ",0.859888724418164,0.0229410123836648,FALSE,"No difference","Terminal/10 DPI"
"LY96",1.58332960837733,0.0231092996066237,TRUE,"HeV-R","Terminal/10 DPI"
"OXER1",-0.577672543604289,0.0221613560983204,FALSE,"No difference","Terminal/10 DPI"
"CD8A",-1.02490130358931,0.0231092996066237,TRUE,"HeV-g2","Terminal/10 DPI"
"TGFBI",-1.56567935482428,0.0238519814304609,TRUE,"HeV-g2","Terminal/10 DPI"
"CD3E",-0.896848671275798,0.0247725640583622,FALSE,"No difference","Terminal/10 DPI"
"FLT3LG",-0.759900517054602,0.0238519814304609,FALSE,"No difference","Terminal/10 DPI"
"HDAC4",0.976846595894768,0.0247725640583622,FALSE,"No difference","Terminal/10 DPI"
"CISH",0.964038948212849,0.0252190296637595,FALSE,"No difference","Terminal/10 DPI"
"FYN",-0.732778516507782,0.0255196988483846,FALSE,"No difference","Terminal/10 DPI"
"LCK",-0.899594950318054,0.0255196988483846,FALSE,"No difference","Terminal/10 DPI"
"SMAD7",-0.811478577400005,0.0247725640583622,FALSE,"No difference","Terminal/10 DPI"
"CD53",0.821779911468944,0.0263698091959,FALSE,"No difference","Terminal/10 DPI"
"PSMB5",-0.852047481048555,0.0263698091959,FALSE,"No difference","Terminal/10 DPI"
"HLA-DMB",-1.49949784210813,0.0263698091959,TRUE,"HeV-g2","Terminal/10 DPI"
"POU2F2",-0.818494682886592,0.0260172215698086,FALSE,"No difference","Terminal/10 DPI"
"GFI1",-0.965344478249697,0.025590024411838,FALSE,"No difference","Terminal/10 DPI"
"STAT1",0.979651835275904,0.0276194355580523,FALSE,"No difference","Terminal/10 DPI"
"CEACAM8",1.27229614720874,0.0276194355580523,TRUE,"HeV-R","Terminal/10 DPI"
"BST2",1.20245516864416,0.0276194355580523,TRUE,"HeV-R","Terminal/10 DPI"
"TOLLIP",0.844082754638592,0.0274169322585731,FALSE,"No difference","Terminal/10 DPI"
"BCL2L11",-0.758383313334903,0.0276194355580523,FALSE,"No difference","Terminal/10 DPI"
"CMA1",-1.90702236201375,0.0276194355580523,TRUE,"HeV-g2","Terminal/10 DPI"
"CD27",-1.01259376681784,0.0283698813781646,TRUE,"HeV-g2","Terminal/10 DPI"
"HLA-DMA",-1.07138452583863,0.028023610411129,TRUE,"HeV-g2","Terminal/10 DPI"
"TAGAP",1.12872580379383,0.028444711629631,TRUE,"HeV-R","Terminal/10 DPI"
"SLC2A1",-1.8775107693947,0.0283698813781646,TRUE,"HeV-g2","Terminal/10 DPI"
"CD6",-0.872710169589132,0.0283654973371451,FALSE,"No difference","Terminal/10 DPI"
"LIMK1",-0.679098577899482,0.0265626111205069,FALSE,"No difference","Terminal/10 DPI"
"TUBB",-1.01807288058041,0.028444711629631,TRUE,"HeV-g2","Terminal/10 DPI"
"STAT6",-0.678263601759552,0.0283698813781646,FALSE,"No difference","Terminal/10 DPI"
"IRAK4",-0.659468341871789,0.028928170119423,FALSE,"No difference","Terminal/10 DPI"
"TLR1",0.902874270330649,0.029171889661252,FALSE,"No difference","Terminal/10 DPI"
"IRAK1",-0.646535407306623,0.0294354633753488,FALSE,"No difference","Terminal/10 DPI"
"IL2RG",-1.017989315856,0.029171889661252,TRUE,"HeV-g2","Terminal/10 DPI"
"FKBP5",1.27255432171001,0.0321171985647683,TRUE,"HeV-R","Terminal/10 DPI"
"IFNAR2",0.957771884294691,0.0311000776361951,FALSE,"No difference","Terminal/10 DPI"
"BATF",1.00496518322551,0.0311000776361951,TRUE,"HeV-R","Terminal/10 DPI"
"CFI",-0.524095780698446,0.028444711629631,FALSE,"No difference","Terminal/10 DPI"
"CFD",0.900088907373657,0.0324435695965843,FALSE,"No difference","Terminal/10 DPI"
"OASL",1.86895541513654,0.0325129405345722,TRUE,"HeV-R","Terminal/10 DPI"
"BTK",-0.762097911185517,0.0338674700184158,FALSE,"No difference","Terminal/10 DPI"
"KLRC1",-1.44654567484116,0.0338674700184158,TRUE,"HeV-g2","Terminal/10 DPI"
"ITGAX",-1.30237498215808,0.0355881517887465,TRUE,"HeV-g2","Terminal/10 DPI"
"PTGS2",1.67050040021254,0.0359768121817797,TRUE,"HeV-R","Terminal/10 DPI"
"HLA-DQB1",-1.04776328648561,0.0381345134357174,TRUE,"HeV-g2","Terminal/10 DPI"
"PTGER3",-1.10035336808545,0.0355881517887465,TRUE,"HeV-g2","Terminal/10 DPI"
"EIF2A",-0.620939678213123,0.0381053184291336,FALSE,"No difference","Terminal/10 DPI"
"CARD9",-0.835376825017065,0.0381345134357174,FALSE,"No difference","Terminal/10 DPI"
"CLU",-0.958352316786247,0.0413233926795462,FALSE,"No difference","Terminal/10 DPI"
"SH2D1A",-1.20839569493581,0.0403361594714383,TRUE,"HeV-g2","Terminal/10 DPI"
"MAPK11",-0.553237161232063,0.0355881517887465,FALSE,"No difference","Terminal/10 DPI"
"IGF2R",1.06175832571719,0.041874462099767,TRUE,"HeV-R","Terminal/10 DPI"
"CD8B",-1.32918120571464,0.0429098290540219,TRUE,"HeV-g2","Terminal/10 DPI"
"RIPK2",0.785519137209262,0.0436357798939988,FALSE,"No difference","Terminal/10 DPI"
"IFNGR1",0.9338351571592,0.0445321917565547,FALSE,"No difference","Terminal/10 DPI"
"HMGB1",0.794306590161124,0.0473425472557856,FALSE,"No difference","Terminal/10 DPI"
"ATM",-0.707790500683844,0.0439479836980097,FALSE,"No difference","Terminal/10 DPI"
"RHOA",-0.62153733399972,0.0471983814534027,FALSE,"No difference","Terminal/10 DPI"
"FCER1A",-1.8143757441349,0.0471983814534027,TRUE,"HeV-g2","Terminal/10 DPI"
"KCNJ2",1.17659512654351,0.0471983814534027,TRUE,"HeV-R","Terminal/10 DPI"
"CASP2",-0.751292456056367,0.0473425472557856,FALSE,"No difference","Terminal/10 DPI"
"C5aR1",1.06277264528886,0.0473425472557856,TRUE,"HeV-R","Terminal/10 DPI"
"CD24",2.00091570478537,0.0474478952580812,TRUE,"HeV-R","Terminal/10 DPI"
"ETS1",-0.794876441055617,0.0479200718878159,FALSE,"No difference","Terminal/10 DPI"
"C14orf166",-0.59177095162083,0.0474489974034756,FALSE,"No difference","Terminal/10 DPI"
"BCL6",0.998805670506043,0.0474489974034756,FALSE,"No difference","Terminal/10 DPI"
